Step,Correct,Wrong
36,5,32
59,8,15
80,8,13
123,5,37
159,4,32
186,6,21
203,3,14
244,4,37
275,6,24
313,6,32
346,6,27
370,7,17
395,5,20
432,5,32
456,6,18
485,8,21
526,6,35
552,6,20
597,5,40
623,6,20
651,5,23
694,4,39
719,7,18
763,6,38
796,5,28
818,6,16
847,7,22
875,6,22
905,5,25
933,5,23
968,6,29
1001,6,26
1028,7,20
1058,5,25
1084,6,20
1119,5,30
1143,6,18
1177,6,28
1194,7,10
1212,4,14
1236,6,18
1260,7,17
1289,8,21
1311,6,16
1353,3,39
1380,6,21
1385,1,4
1407,8,14
1432,6,19
1445,7,6
1454,2,7
1481,7,20
1514,4,28
1537,1,22
1565,6,22
1597,4,28
1622,7,18
1644,8,14
1667,7,16
1700,7,26
1720,6,14
1754,6,28
1778,6,18
1807,7,22
1834,6,21
1853,7,12
1881,6,22
1914,4,29
1939,7,18
1953,7,7
1977,4,20
2007,5,25
2034,6,21
2063,8,20
2088,6,19
2114,4,22
2135,7,14
2153,7,11
2179,6,20
2203,7,16
2211,3,5
2230,6,13
2257,5,22
2283,5,21
2306,7,15
2330,5,19
2357,7,18
2382,6,19
2406,5,19
2436,5,25
2451,1,14
2483,5,27
2509,6,19
2543,4,30
2569,6,20
2603,4,29
2627,7,17
2647,5,15
2665,6,12
2690,6,19
2714,5,19
2743,8,21
2766,7,16
2780,7,7
2807,6,21
2831,6,18
2862,4,27
2888,6,20
2910,6,16
2945,4,31
2973,5,23
2996,6,17
3005,2,7
3034,3,25
3065,6,25
3083,5,13
3110,5,22
3137,2,25
3160,8,14
3165,1,4
3188,7,16
3209,6,15
3238,6,23
3266,3,25
3292,7,19
3317,3,22
3342,7,18
3363,7,14
3391,5,23
3426,5,29
3455,6,23
3482,6,21
3504,7,15
3531,6,21
3556,8,16
3580,5,19
3604,8,15
3634,6,24
3662,6,21
3684,6,16
3708,4,20
3733,5,19
3755,7,15
3785,7,23
3811,5,21
3837,7,19
3867,6,24
3880,6,7
3905,7,18
3927,8,14
3954,6,21
3973,7,12
3977,0,4
4005,4,23
4039,3,30
4053,7,7
4074,5,16
4094,7,13
4118,7,17
4150,4,28
4183,6,26
4211,7,21
4240,6,23
4257,7,10
4279,7,15
4301,6,15
4321,5,15
4327,3,3
4347,6,14
4378,8,23
4399,8,13
4424,6,19
4448,6,18
4479,6,25
4482,0,3
4513,9,22
4539,5,20
4557,9,9
4582,7,17
4594,3,9
4623,5,23
4656,5,28
4679,9,14
4704,6,19
4727,5,18
4757,9,21
4775,7,11
4803,6,22
4823,7,13
4844,6,15
4871,7,20
4889,7,11
4916,7,20
4939,8,15
4959,6,13
4980,8,13
4999,10,9
5019,9,11
5047,7,21
5062,8,7
5082,5,15
5111,5,24
5138,8,19
5158,9,11
5191,5,28
5213,6,16
5232,9,10
5246,7,7
5255,0,9
5274,7,12
5304,6,23
5321,7,10
5345,9,15
5366,9,12
5369,1,2
5384,9,6
5403,6,13
5426,7,15
5446,8,12
5476,5,24
5499,7,16
5523,7,17
5545,6,16
5574,7,22
5599,7,18
5615,8,8
5618,1,2
5636,6,12
5667,5,26
5684,6,11
5698,7,7
5728,7,22
5750,9,13
5771,6,15
5788,9,8
5800,7,5
5815,7,8
5832,10,7
5857,5,20
5874,8,9
5902,8,20
5918,9,7
5939,6,15
5962,7,16
5984,9,13
6004,10,10
6023,7,12
6031,3,5
6053,7,15
6071,8,10
6092,9,12
6107,8,7
6127,8,12
6151,8,16
6168,7,10
6187,8,11
6213,7,19
6240,5,22
6267,7,20
6293,8,18
6320,5,22
6344,8,16
6368,7,17
6393,6,19
6409,7,9
6433,9,15
6447,9,5
6467,7,13
6493,8,18
6514,8,13
6533,7,12
6556,6,17
6577,8,13
6598,9,12
6621,7,16
6628,3,4
6655,6,21
6677,8,14
6698,8,13
6717,4,15
6742,5,20
6767,7,18
6789,7,15
6806,8,9
6827,8,13
6861,4,29
6880,7,12
6916,4,32
6942,6,20
6960,7,10
6985,8,16
7007,5,17
7022,7,8
7040,8,10
7052,8,4
7068,10,6
7086,6,12
7100,8,6
7124,8,16
7149,7,18
7168,8,11
7193,5,20
7213,6,14
7233,6,14
7257,7,17
7273,8,8
7302,4,25
7316,8,6
7337,5,16
7363,5,20
7385,9,13
7402,7,10
7424,7,15
7440,9,7
7446,3,3
7485,4,35
7508,7,15
7523,10,5
7547,8,16
7568,8,13
7585,8,9
7602,9,8
7623,8,13
7644,7,14
7664,8,12
7689,5,20
7707,6,12
7735,4,24
7755,5,15
7770,8,7
7787,8,9
7809,7,15
7826,10,7
7843,7,10
7861,8,10
7875,8,6
7889,8,6
7909,7,13
7922,9,4
7946,6,18
7976,6,24
8003,6,21
8014,3,8
8034,6,14
8058,5,18
8078,8,12
8098,7,13
8117,8,11
8139,6,16
8162,9,14
8180,6,12
8196,8,7
8216,9,11
8233,9,8
8253,7,13
8268,9,6
8280,7,5
8304,10,14
8314,8,2
8328,9,5
8347,7,12
8371,9,15
8398,9,18
8413,4,11
8436,8,15
8468,4,28
8489,8,12
8512,10,13
8530,6,12
8549,7,12
8562,9,4
8581,7,12
8602,10,11
8627,5,20
8655,6,22
8674,10,8
8689,8,7
8708,8,10
8729,7,14
8763,6,28
8782,7,12
8799,7,10
8827,7,21
8846,9,10
8868,8,14
8887,9,10
8901,8,6
8922,7,14
8939,9,8
8966,6,21
8988,6,16
9005,8,9
9017,9,3
9033,7,9
9058,8,17
9074,8,8
9089,10,5
9106,8,9
9123,7,9
9145,7,15
9160,8,6
9178,4,14
9202,10,14
9225,7,16
9245,8,12
9267,7,15
9285,8,10
9303,7,11
9325,9,13
9346,7,14
9365,7,12
9390,7,18
9410,9,11
9431,5,16
9450,6,13
9464,9,5
9484,7,12
9497,9,4
9519,9,13
9544,6,18
9588,2,41
9606,8,9
9628,8,14
9645,9,8
9673,5,23
9690,9,8
9715,6,19
9731,7,9
9753,8,14
9773,9,11
9801,6,22
9824,6,17
9841,8,9
9861,7,13
9892,7,24
9914,6,16
9935,8,13
9957,7,15
9977,6,14
9994,9,8
10003,4,5
10024,7,14
10045,7,14
10063,9,9
10080,8,9
10108,3,25
10126,8,10
10139,8,5
10160,8,13
10184,7,17
10197,9,4
10220,6,17
10240,8,12
10258,8,10
10270,9,3
10288,8,10
10303,10,5
10322,7,12
10342,8,12
10361,7,12
10378,9,8
10395,9,8
10416,7,14
10432,8,8
10454,8,14
10471,7,10
10501,6,23
10522,7,14
10545,6,17
10574,4,25
10597,7,16
10614,8,9
10638,6,18
10654,8,8
10676,7,15
10689,8,5
10710,6,15
10733,8,15
10761,8,20
10773,3,9
10791,10,8
10806,7,8
10825,10,9
10844,10,9
10873,6,22
10893,1,19
10920,5,22
10937,8,9
10954,9,8
10978,7,17
10997,7,12
11023,7,19
11039,8,8
11052,6,7
11072,8,12
11093,8,13
11114,7,14
11134,7,13
11158,7,17
11176,8,10
11188,9,3
11213,6,19
11234,7,13
11248,7,7
11263,7,8
11280,9,8
11305,8,16
11324,9,10
11348,8,16
11369,7,14
11387,10,8
11405,9,8
11423,9,9
11438,8,7
11459,8,13
11475,9,7
11489,7,7
11510,8,13
11529,6,13
11545,7,9
11562,9,8
11578,8,8
11597,8,11
11613,8,8
11616,1,2
11635,8,11
11659,6,18
11676,8,9
11698,9,13
11716,9,9
11735,8,11
11750,8,7
11768,9,9
11788,7,13
11805,9,8
11821,8,8
11844,10,13
11863,7,12
11887,7,17
11907,8,12
11927,9,11
11945,9,9
11961,8,8
11976,9,6
12000,5,19
12026,10,16
12046,6,14
12070,8,16
12088,7,11
12110,7,15
12130,8,12
12154,5,19
12171,6,11
12184,9,4
12203,9,10
12220,9,8
12238,7,11
12254,7,9
12272,7,11
12289,9,8
12312,7,16
12328,11,5
12350,8,14
12372,9,13
12389,8,9
12409,8,12
12436,8,19
12452,8,8
12472,8,12
12491,9,10
12499,2,6
12518,9,10
12537,8,11
12558,6,15
12584,7,18
12603,9,10
12628,6,19
12662,6,28
12678,8,8
12695,9,8
12711,9,7
12736,6,19
12763,5,22
12783,7,13
12805,9,12
12827,6,16
12841,9,5
12856,7,8
12881,8,17
12906,7,18
12925,8,11
12941,8,8
12955,9,5
12994,3,36
13019,5,20
13038,7,11
13067,6,23
13086,9,10
13107,8,13
13124,8,9
13138,1,13
13166,4,24
13189,5,18
13205,8,8
13223,8,10
13239,9,7
13256,8,8
13283,7,20
13299,7,9
13315,10,6
13342,9,18
13356,6,8
13371,9,6
13393,7,15
13414,6,15
13436,9,13
13467,6,25
13496,7,22
13513,8,9
13534,9,12
13556,5,17
13573,8,9
13595,7,15
13617,9,13
13630,8,5
13646,8,8
13675,3,26
13697,8,14
13721,9,15
13738,8,9
13756,7,11
13770,7,7
13784,6,8
13804,8,12
13829,8,17
13847,8,10
13864,7,10
13880,8,8
13908,6,22
13932,9,14
13962,5,25
13982,7,13
13998,10,6
14015,8,9
14030,9,6
14052,6,16
14065,8,5
14085,8,12
14106,7,14
14120,9,5
14140,7,13
14160,8,12
14177,9,8
14203,5,21
14221,9,9
14235,10,4
14249,8,6
14267,7,11
14279,8,4
14303,7,17
14321,8,10
14345,9,15
14363,9,9
14383,7,13
14405,5,17
14417,6,6
14430,9,4
14436,0,6
14450,10,4
14464,10,4
14479,7,8
14497,6,12
14510,9,4
14522,8,4
14544,6,16
14567,7,16
14599,7,25
14621,6,16
14643,9,13
14658,7,8
14671,8,5
14694,7,16
14715,8,13
14738,7,16
14748,9,1
14762,8,6
14785,6,17
14802,8,9
14816,8,6
14831,10,5
14850,5,14
14865,9,6
14884,7,12
14902,7,11
14912,1,9
14930,10,8
14954,5,19
14975,7,14
14996,10,11
15022,7,18
15035,9,4
15049,6,8
15072,7,15
15087,8,7
15093,0,6
15112,7,12
15135,8,15
15154,10,9
15169,8,7
15187,6,12
15208,8,13
15224,8,7
15244,10,10
15262,10,8
15282,8,12
15298,10,6
15317,8,11
15332,8,7
15356,6,18
15372,9,7
15389,9,8
15413,6,18
15433,8,12
15446,10,3
15460,8,6
15472,8,4
15502,9,21
15513,10,1
15533,7,13
15546,10,3
15562,9,7
15589,6,21
15606,7,10
15623,8,8
15639,8,8
15654,11,4
15669,10,5
15684,10,5
15707,8,14
15721,9,5
15738,8,9
15749,8,3
15775,7,19
15788,8,5
15812,7,17
15830,8,10
15832,1,1
15853,5,16
15867,9,5
15889,5,16
15908,6,13
15928,7,13
15950,8,13
15969,8,11
15985,10,6
16001,10,6
16020,8,11
16038,6,12
16053,10,5
16072,8,11
16086,9,5
16106,6,14
16123,8,9
16138,6,8
16152,8,6
16176,7,17
16197,7,14
16217,8,12
16240,9,14
16256,10,6
16276,6,14
16302,6,20
16318,10,6
16333,8,7
16348,8,7
16362,9,5
16387,9,16
16405,6,12
16424,6,13
16436,10,2
16454,8,10
16477,10,13
16489,8,4
16510,9,12
16530,7,13
16547,8,9
16561,10,4
16566,1,4
16585,7,12
16607,6,16
16631,8,16
16649,7,11
16664,7,8
16684,9,11
16702,8,9
16725,7,16
16748,7,16
16767,8,11
16779,8,4
16807,7,21
16829,9,13
16842,9,4
